,x,y,PassiveActive
1325,"[cls] a woman is upset because her husband received a message from another girl. she had a fight with her husband and his family, and was physically abused. she considered suicide but decided against it because of her mother's illness and her own pregnancy. she tried to leave the house but her husband stopped her. [sep] به همسرت گفتی واکنشش چی بود [sep]",question or answer,Passive
1326,[cls] شوهر کتک زده، کارم کشید اورژانس، دلم بدجور گرفته. [sep] همه پرسیدن چرا زدت. چرا یکی نمیپرسه الان حال جسمیت چطوره؟ عمیقا درکت میکنم ی ماه قبل منم این طوری از شوهرم کتک خوردم بمیرم برای حالت الان چطوری؟ مراقب خودت باش خونریزی داخلی و اینا نداشته باشی ی وقت [sep],empathy,Passive
1329,[cls] شوهر به مادر همسر فحش داد و همسر جواب داد. شوهر همسر را زد و همسر خونریزی شد. درد همسر بی‌اهمیت بود. [sep] درسته آدم بچش جلو چشش کتک بخوره خیلی خیلی بهتره تا یه عده به آدم‌بگن نازا …درکت میکنم [sep],question or answer,Passive
1330,[cls] زنی با شوهرش دعوا کرد و در نتیجه او به او سیلی زد. گوش زن دچار مشکل شد و نتوانست بشنود. [sep] منم باورم نمیشه [sep],question or answer,Passive
1331,[cls] یک فرد ۳۰ ساله به دلیل آزار و اذیت در گذشته، شکایتی از فردی که او را آزار داده است، دارد. این آزار و اذیت باعث شده است که او به یک فرد عصبی تبدیل شود. [sep] من نمیتونم بزنم ک [sep],question or answer,Passive
1332,[cls] یک زن با دوست پسرش دعوا کرده و امروز به خاطر خواسته مادرش با او حرف زده است. او از رفتار بد دوست پسرش خجالت می‌کشد و او را به خانه مادرش می‌برد. در راه به خاطر رفتار بیخودانه دوست پسرش، او از او ناراحت است. [sep] ب یک ۳۰۰بده بهش. بگو بهداشت داده برای آقایون …اعصابو آروم میکنه [sep],empathy,Passive
1333,[cls] یک زن به دلیل خیانت همسرش از او جدا شد و پس از گرفتن طلاق، با شخص دیگری ازدواج کرد. او به شهری دور از خانه‌اش نقل مکان کرد ولی شوهر دومش به دلیل عصبانیت هایش با او مشکل داشت و این باعث شد که او به او خشونت برساند. [sep] میترسم اواره بشم هیچ کسو ندارم [sep],question or answer,Passive
1335,[cls] زن به خانه مادر شوهرش رفت و یک بشقاب شکست. خواهر شوهرش پیشنهاد داد بشقاب را در سطل زباله بریزد. مادر شوهرش نیز ناراحت شد و زن نمی‌دانست چه کاری باید بکند. [sep] من اوایل عروسی خونه مادر شوهرم بودیم، خواهرشوهرمم بود، یه هویی مادر شوهرم بدون مقدمه خطاب به من گفت خونه من هرکی ظرف بشکونه باید عوضش یه دست کامل برام بخره، همون موقع خواهرشوهرم پاشد به بچش آب بده لیوان از دستش افتاد شکست منمادرشوهرمخواهرشوهرم [sep],empathy,Passive
1336,[cls] شوهر وحشیانه با همسرش رفتار می‌کند، او صورت همسرش را گاز می‌گیرد و به او درد می‌رساند. همچنین، موهای همسرش را می‌کشاند و دماغش را فشار می‌دهد. همسرش از رفتار شوهرش ناراحت است و نمی‌داند چگونه این رفتار را ترک کند. [sep] ی بار بازو مامان و نیشگون گرفتم تهدید شدم شدید دیگه میترسم بهش نزدیک بشم [sep],empathy,Passive
1337,[cls] زنی به دلیل تندروی شوهرش و کتک‌هایی که از او دریافت می‌کند، با خانواده شوهرش دعوا کرده است. شوهرش قول داده بود که دیگر کتک نخورد، اما هنوز هم ادامه می‌دهد. در نهایت، شبی زن به خاطر بی‌احترامی به خانواده شوهرش، توسط آنها از خانه طرد شده است. [sep] خدایی نکرده بهتون آسیب نزنه به داداش و تو؟؟ منظورمشوهرته [sep],question or answer,Passive
1338,[cls] یک زوج جوان درگیر مشکلات خانگی هستند، همسرشان از غذایی که همسرش درست می‌کند نمی‌خورد و از او دوری می‌کند. همچنین، همسرش با وسایل خانگی و صدای بلندی که می‌کند، او را ناراحت می‌کند. در نهایت، همسرش بدون اطلاع دادن به او، شام خودش را جداگانه می‌خورد و این باعث ناراحتی و افسردگی همسرش می‌شود. [sep] وقتی خوابید گوشیشو چک کن اگه گوشیش قفل داره یا وقتی خونس گوشیشو برعکس مزاره صفحش معلوم نباشه حتما داره پنهون کاری میکنه و یه خبرایی هست [sep],question or answer,Passive
1339,[cls] یک زن و شوهرش در حال بحث هستند. شوهر پشت خودش را به زن می‌کند و زن با پای خود به پاش می‌زند. شوهر با پشت دستش به صورت زن ضربه می‌زند. [sep] اه خانم توروخدا حرف تزن که مشخصه اماده‌ای واسه گارد گرفتنمن دارم به اسی میگم خودشو اذیت نکنه شوهرش که بخشیدتش.. [sep],question or answer,Passive
1345,[cls] در یک دعوای خانوادگی، زن به شوهر خود گفت که متنفر است از خاهر شوهرش. شوهر زن به او حمله کرد و او برای پناه بردن به خانه مادربزرگش رفت. امروز آنها تصمیم گرفتند جدا شوند. [sep] حالا عقدین اینجور میکنه بعد عروسی چی میشه [sep],question or answer,Passive
1346,[cls] شوهری تحقیر کننده و خشن است. او به زنش کتک می‌زند و او را تحقیر می‌کند. زن برای مدت طولانی با قهر خود مبارزه می‌کند. [sep] یه شخصی رو میشناسم کاملا رایگان این موضوع رو براتون مشخص میکنه ولی اینجا نمیتونم بگم [sep],question or answer,Passive
1347,[cls] مردی به نام شوهر، به همراه بچه‌اش به خانه مادر همسرش رفت و با داداش همسرش درگیر شد. شوهر داداش همسرش را کتک زده بود و داداش به پلیس گزارش داد. [sep] اره بگو [sep],question or answer,Passive
1348,[cls] زنی به خانه مادرش رفت و بعد از دو هفته شوهرش تماس گرفت تا برگردد. آنها با هم به خانه رفته و بعد از خوردن شام به خانه بازگشتند. در یک بحث، شوهر زن کتکش زد و در شب بعد نیز دوباره کتکش زد. [sep] مردها با کتک زدن فقط خودشونو بی مهر میکنن میگن مردها دیر میبخشن وزود فراموش میکنن زنها زود میبخشن و دیر فراموش میکنن فک میکنن با کتک زدن حل میشه فن بیان اقایون خیلی ضعیفه [sep],question or answer,Passive
1349,[cls] در یک دعوای خانوادگی، شوهر به زن خود حمله کرده و او را ضربه زده است. سپس با چاقوی بزرگی تهدید کرده که خودش و زن را می‌کشد. [sep] حرف نزده گلم. رفته چاقو آورده از تو آشپزخونه. این با حرف زدن خیلی فرقشه. [sep],question or answer,Passive
1350,[cls] شوهر به زن گفت که از دستش خسته شده است. زن نشگونی به شوهر زده و او عصبانی شد. زن اخلاق بدی دارد و از زورگیری لذت می‌برد. [sep] والا [sep],question or answer,Passive
1351,[cls] شوهر احترامی به همسرش ندارد و او را مورد خشونت قرار می‌دهد. در یک سفر، شوهر به همسرش حمله کرده و او را با بچه‌اش بی‌پول و بدون گوشی ترک کرده است. پس از آشتی، شوهر دوباره به خشونت و خیانت خود ادامه می‌دهد. [sep] متوجه پیامتون نشدم [sep],question or answer,Passive
1352,[cls] شوهر کتک زده، پاها و دست زخمی. [sep] شاهد داری؟ [sep],question or answer,Passive
1354,[cls] مهمونی بود، شوهر ناراحت بود، عکس‌های خودش را کم می‌گذارد، جاری ناراحت شد. [sep] شبم خواب بد دیدم از صبحه حالم بد بود بدتر شدم اه شناسه منه [sep],question or answer,Passive
1355,[cls] یک زن با کمربند زده و کبود شده توسط شوهرش مورد ضرب و شتم قرار گرفته است. پزشکان قانونی شاهدانی را برای ثابت کردن این اتفاق می‌خواهند. زن در حال تردید برای شکایت کردن از شوهرش است. [sep] [sep],other,Passive
1356,[cls] زنی پس از یکسال آبرو داری و حرف نزدن، بعد از یک دعوای اساسی با شوهرش، تصمیم گرفت از خانه برود. او در طول سال بعد از آن، هیچ گاه گله نکرد و حتی پیش مادر شوهرش هم هیچ مشکلی نداشت. [sep] وااا عجب آدمی [sep],question or answer,Passive
1357,[cls] شوهر احترامی به همسرش ندارد و او را مورد خشونت قرار می‌دهد. در یک سفر، شوهر به همسرش حمله کرده و او را با بچه‌اش بی‌پول و بدون گوشی ترک کرده است. پس از آشتی، شوهر دوباره به خشونت و خیانت خود ادامه می‌دهد. [sep] گاهی وقتا ادما نیاز ب تلنگر دارن اخه زیتونم چیزیه که براش کتک خورد!!! بحث بد حرف زدن من نیست بحث ارزش قائل نشدن برای خودشه [sep],question or answer,Passive
1358,[cls] بچه‌ها به من کتک زدند، سرم درد می‌کند. من به خانواده‌ی او تبریک عید گفتم، اما او به من فحش داد و کتکم زد. من به طلاق فکر می‌کنم. [sep] چرا دوست نداشتی به خونوادش تبریک بگه [sep],question or answer,Passive
1359,[cls] فردا جلسه دادگاه برای ضرب و جرح من و شوهرم است. شوهرم به خاطر شکایت مادر و خواهرمان در مورد بردن بچه‌ها، پدرشوهرش را شکایت کرده است. من هم به دلیل تحمل کتک‌های خواهر و مادر عروسم، شکایت نکرده بودم، اما حالا شکایت کرده‌ام. [sep] قسم دروغ که خیلیا میخورن ولی اگه اندک دین و ایمانی داشته باشه میترسه به دروغ تو دادگاه دست رو قرآن بذاره و قسم بخوره و بگه چون این کار علاوه بر عقوبت الهی در صورت اینکه خلافشو ثابت کنید جرم بزرگیه [sep],question or answer,Passive
1360,[cls] شخصی می‌خواهد طلاق بگیرد و به مشاوره رفته است، اما هیچ پیشرفتی نداشته است. در یک بار با شدت کتک خورده است و به پزشکی قانونی رفته است، اما پزشکی قانونی او را به کلانتری ارجاع داده است. او در نهایت به دنبال نجات خود است. [sep] خب دیگ همونا رو ببر، نشونه قاضی بده [sep],question or answer,Passive
1361,[cls] یک زن در یک ساختمان با جاری بزرگ و مادرشوهر زندگی می‌کند. جاری او را مورد آزار و اذیت قرار می‌دهد و خانواده او به او اعتماد نمی‌کنند. در یک دعوا با شوهرش، مادرشوهر او او را به اتهام آزار پسرش متهم کرد و او را به خاطر این اتهام مورد تهدید قرار داد. [sep] واقعا؟ ای بابا اونهمه پتو [sep],question or answer,Passive
1362,[cls] شخصی پس از ضربه‌ای که به زانوش خورده، گریه می‌کند. همسرش به سمت او می‌آید و پس از یک دقیقه، شخص بلند می‌شود و نشسته روی تخت می‌شود. همسرش به زیر لحاف می‌رود و چشمانش را می‌بندد. [sep] عنوانت رو دیدم خنده‌ام گرفتبرو بزن تو سرش حرف دلت رو بزنبگو تازه بدهکار هم شدمممم؟؟ [sep],question or answer,Passive
1363,[cls] مادر او او را مجبور به ازدواج با مردی کرد که او دوست نداشت. حالا این مرد پیر او را ترک کرده و او بدون پول و غذا مانده است. شوهرش مشکل روحی دارد و او را مورد سوء استفاده و خشونت قرار می‌دهد. مادر شوهرش نیز او را تحقیر و زورگویی می‌کند. [sep] خوب اونجا هم خونه شوهرش حساب میشه و این بیرون کردن نیست، خدا رو شکر جایی بوده که بره [sep],question or answer,Passive
1364,[cls] شوهر بازگشته، خرید کرده، شوخی کرده، درگیری شدیدی بین آنها رخ داده است. [sep] عکس از انگشت ناخن پا [sep],question or answer,Passive
1365,[cls] یک فرد به طور خشنانه به شخصی حمله کرده و او را ضربه زده است. شخص متضرر در حال تردید برای گزارش این اتفاق به پلیس است. او همچنین چندین نامه پزشکی قانونی دارد که می‌تواند به عنوان شواهد در دادگاه استفاده شود. [sep] توروخدا نکن این کاروکسی که خودکشی کنه توجهنم. جاودانه میشهاما بخاطر این ظلمهایی که میبینی قطعا بهشتی هستی پس اخرتتو خراب نکنخداهم قطعا میبینه وبه موقعش تقاصتو ازشون میگیره [sep],question or answer,Passive
1366,[cls] پدر بی مسئولیتی که به دخترش ظلم کرده، او را به زور به شوهری که خانواده بدتری دارد تزویج کرده است. پدر همچنان تعصبات خود را حفظ کرده و دخترش را به زندان انداخته است. دختر به دلیل تحمل ظلم پدرش بیمار شده است. [sep] هیچ کسیو جز خدا ندارم [sep],question or answer,Passive
1368,[cls] یک زن به دلیل شکست خانوادگی و خشونت همسرش دچار مشکل شده است. او عاشق همسر خود است اما نمی‌تواند از او جدا شود. در نهایت، او به فکر خودکشی افتاده است. [sep] والا [sep],question or answer,Passive
1370,[cls] یک زن و شوهرش در حال بحث هستند. شوهر پشت خودش را به زن می‌کند و زن با پای خود به پاش می‌زند. شوهر با پشت دستش به صورت زن ضربه می‌زند. [sep] عزیزم همه دعوا میکنن شما با شوهرت تا حالا ی بارم دعوا نکردی؟ [sep],question or answer,Passive
1372,[cls] شوهر به زن خود لگد زده است و خونریزی شده است. علت این اتفاق نامعلوم است. زن درد دارد. [sep] بارداری؟ [sep],question or answer,Passive
1373,[cls] فردی پس از برخورد با مشکلات روحی، درگیر یک دعوای شدید شده و توسط شخص دیگری مورد ضرب و شتم قرار گرفته است. پس از این حادثه، فرد به بیمارستان منتقل شده و در حالی که در بیمارستان بود، وضعیتش بهتر شد. [sep] تا نصفه خوندم خیلی زیاد بود سعی کنید اروم باشید [sep],question or answer,Passive
1374,[cls] شوهر به اشتباه پیام داده، همسر به او ناراحتی خود را نشان داده و شوهر به او حمله کرده است. [sep] چجودی اینجوری تایپ کردی [sep],question or answer,Passive
1375,[cls] مادرشوهرش با حرفاش دلشو شکست، شب قرار بودند با هم بمانند، اما بحثی بین او و شوهرش شکل گرفت و شوهرش به او حمله کرد. [sep] درسته مسعولش نیست ولی با حرفاش حرصم میده منم سر شوهرم خالی میکنم [sep],question or answer,Passive
1376,[cls] یک زن باردار به دلیل خشونت شوهرش از خانه بیرون شده است. او در حال حاضر با مشکلات بارداری مواجه است و به دنبال کمک است. اما احساس می‌کند کسی به او گوش نمی‌دهد. [sep] داره درد دل میکنه به اندازه کافی کشیده دیگه شما گیر نده بهش [sep],question or answer,Passive
1378,[cls] دوستان، دعوای شدید با شوهر، دست شکسته، صورت زخمی و مراجعه به پزشک قانونی با ترس از بد شدن وضعیت. [sep] کاش در کنار داروی کروناداروی هاریم درست کنن بدن به مردایی امثال شوهر تو شوهر من.. پدرهایی مثل پدر رومینا [sep],empathy,Passive
1379,[cls] یک زن با شوهرش دعوا کرده و شوهرش سه بار به سر او مشت زده است. چشم زن ورم کرده و درد دارد. زن نمی‌خواست به خانه پدرش برود و هیچ کس او را باور نمی‌کند. [sep] دعواتون سرچیبود [sep],question or answer,Passive
1380,[cls] درگیری ارثی باعث شد به من اتهام دزدی بزنند و انگشتم شکسته شد. حالا پزشکی قانونی دیه را تعیین کرده و کلانتری تماس گرفته تا پرونده را روشن کند. داداشم میگوید بیخیال شو ولی من هنوز در مورد بخشیدن یا ادامه دادن شکایت تردید دارم. [sep] با همون فرمول البته دیه امسال شده از ۴۰۰ به ۴۸۰ که میشه [sep],question or answer,Passive
1382,[cls] دوشنبه شب، پس از دعوا و رد کردن طلاق، کتک مفصلی خورده و دوباره از خانه با بچه‌ها بیرون شده و طلاق را درخواست کرده است. [sep] خب عزیزم جواب کامنتا رو بده [sep],question or answer,Passive
1384,[cls] بابا به مامان فحش داد، مامان گفت کاش می‌مردم، من نمی‌تونم بهش کمک کنم، دلم برای مامانم می‌سوزه. [sep] به خدا با این حرف هایی که مامانم میزنه من رفتم تو فکر خودکشی به خدا طاقت ندارم مامانم همچین میگه [sep],question or answer,Passive
1386,[cls] یک زن و شوهرش در حال بحث هستند. شوهر پشت خودش را به زن می‌کند و زن با پای خود به پاش می‌زند. شوهر با پشت دستش به صورت زن ضربه می‌زند. [sep] ههبیا اینقد فکرتون کوته که لپ مطلبو نمیگیریهایلایت برمیداری نوت برداری میکنیمتاسفم واقعا [sep],question or answer,Passive
1387,[cls] مادر من به خانه من آمد چون منا به من حمله کرده بود. خانواده من آبروی خود را در مقابل مادر من از دست دادند. منا همچنان به خاطر این اتفاق از من عذرخواهی می‌کند. [sep] قبول دارم [sep],question or answer,Passive
1388,[cls] فردی کتک خورده و خونریزی دارد. پسر او جیغ می‌زند و خدایی را صدا می‌کند. فرد نمی‌داند چه کاری باید انجام دهد. [sep] سرچی بود استارتر [sep],question or answer,Passive
1389,[cls] مهمونی دادی، من غذا خوردم و حالم بد شد. بهش گفتم بس کن، اما ادامه داد و به فوش ناموسی رسید. مادرم و پدر مرحومم هم درگیر شدند و من کتک خوردم. [sep] نمیدونم گناه هست یا نه. فقط میدونم من نتیجه گرفتم. من شوهرم خیلی اذیتم میکرد. اوایل ازدواجمون بود. هر شب باهام دعوا میکرد و‌داد و بیداد راه مینداخت و فوش میداد. دیگه داشتم کار هام رو میکردم برگردم خونه پدرم. گفتم تیر اخر رو هم بزنم حداقل بعدا که به سختی خوردم نگم کاشکی اون کار رو هم میکردم‌. رفتم پیش یه دعا نویس که چندان هم معروف نبود. یکی از دوستای خواهرم به خواهرم معرفی کرد خواهرمم به من. طلسم ۷ میخ. اصلا سخت نبود. توی اینترنت که بزنی میزنه برای جدایی ولی دختره به من برای محبت داد. انجام دادم بردم کردم توی باغچه خونمون. توی خونمون هیچکس نبود. چند دقیقه بعد حدود ۵ دقیقه بعدش، رفتم همون جا رو کندم که توی عمق بیشتری خاکش کنم. هرچی کندم پیداش نکردم. دعانویسه بهم گفت حدودا از ۴۰ روز بعد اثرش شروع میشه ولی برای من از ۲ روز بعد شروع شد. همسرم خیلیییییی تغییر کرد. الان به قدری رسیده که توی فک و فامیل همه حسرت زندگی منو میخوردن. همسرم قبلا بهش سلام هم میکردم عصبی میشد الان من عصبی میشم اون ارومم میکنه!! این تبلیغ نبود. شماره دعانویس رو هم نخواید نمیتونم بدم. راستی خودتون سرخود انجام ندید چون کار‌های دیگه‌ای کنارش باید توسط دعانویس انجام بشه تا اثر کنه. [sep],question or answer,Passive
1390,[cls] یک زن متاهل ۳۰ ساله توسط شوهر روانی خود شکنجه می‌شود. شوهرش همیشه او را تهدید می‌کند و او نمی‌تواند طلاق بگیرد. زن به دنبال کمک است. [sep] بیخیال [sep],question or answer,Passive
1391,[cls] دوشنبه شب دعوا و کتک کاری با شوهرش داشت. شوهرش خیلی کتکش زد و او گریه کرد. مادر شوهرش طلاقش را پیشنهاد داد، اما او زنگ زد و پسرش را از بغلش گرفت. [sep] بچه با داداشت دعواش بشه یا شوهرت با داداشت؟؟؟؟!!! [sep],question or answer,Passive
1392,[cls] زنی با شوهرش به دلیل تمایل به کار یا تحصیل دعوا می‌کند. شوهر هیچ کاری را پذیرفته و فقط از او می‌خواهد بچه‌هایشان را بزرگ کند. در نهایت، شوهر به زن خشمگین حمله کرده و او تصمیم به جدایی می‌گیرد. [sep] عزیزم نمیتونم دایم هم زیاد مارو دوس نداره حتی بهش گفتم گفت زنگ بزن حتی یه تارف نکرد بیا خونم باهات حرف بزنم خیلیم باهاش رو دربایستی دارم تازه میخواد چی بگه من خودم همه راه هارو رفتم راهی جز خلاص کردن خودم ندارم [sep],question or answer,Passive
1393,[cls] شوهر معتاد دست بزن عصبی و دیروز به طور وحشیانه من را کتک زد. بچه‌های من در حال حاضر با مادر شوهرم هستند و خانواده من اجازه بازگشت آنها را نمی‌دهند. چه کاری باید بکنم؟ [sep] مادر شوهرت آدم خوبیه؟ خوب طبیعتا نباید میموندی اونجا [sep],question or answer,Passive
1395,[cls] مردی با مشکلات خانوادگی با همسرش دارد. در یک سفر عیدی، دعوای لفظی با خانواده همسرش پیش می‌آید و مادر شوهرش به شوهرش فحش می‌دهد که باعث می‌شود شوهرش عصبانی شود و او را بزند. بعد از آن، زن با قهر به خانه برمی‌گردد و یک سال ارتباطی با خانواده همسرش ندارد. اما شوهرش به او گفته که مادرش قرار است به خانه آن‌ها بیاید. [sep] به نظرم خودت بی کس و کار نشون نده هماهنگ کن با پدرت اون روز بعد اومدن مادر شوهرت بیاد که کار دستشون بیاد. [sep],question or answer,Passive
1396,[cls] زنی به نام خانما به دلیل خانه کثیف بودن و غر زدن شوهرش، با او مشاجره کرد. بعد از آن با مادرش حرف می‌زد که شوهرش با حرف‌های بی‌معنی‌اش او را ناراحت کرد و در نهایت با جارو به سر و دست زن زد. [sep] حالا ما هم امروز ناهار خونه خار شوهرم دعوتیم شوهرم پا نمیشع [sep],question or answer,Passive
1397,[cls] زنی که شوهرش او را ترک کرده است، به خانواده‌اش گفته که پدرش او را به خانه‌اش برده است. اما شوهر او پیام‌هایی را داده است که نشان می‌دهد او دروغ می‌گوید. [sep] با چی زده اینجوری کبود شده؟ [sep],question or answer,Passive
1398,[cls] زنی که شوهرش او را ترک کرده است، به خانواده‌اش گفته که پدرش او را به خانه‌اش برده است. اما شوهر او پیام‌هایی را داده است که نشان می‌دهد او دروغ می‌گوید. [sep] مای کینگ دقیقا ینی چی؟ [sep],question or answer,Passive
1399,[cls] دختر دوشش را گرفت و پایین آمد و گریه کرد. پدر به شوهرش گفت که پام درد می‌کند، اما شوهر این را تکذیب کرد. دختر همچنان گریه می‌کرد و پدر ظرف شکسته و کتک خورد. [sep] این همه عصبانیتش براچی اخه [sep],question or answer,Passive
1400,"[cls] یک زن با شوهری که بی‌دلیل با او قهر می‌کند و سه فرزندی که فقط دعوا و کتک کاری می‌کنند، در خانه‌اش زندگی می‌کند. شوهرش برای ناهار با عصبانیت واخم به خانه برمی‌گردد و از زن می‌خواهد که زود باشد و غذایی برایش بیاورد. , [sep] چقدر ناراحت میشم پستاتو میبینم، شوهر سابق منم تماما عین شوهر تو بود، نه محبت میکرد نه می‌داشت برم بیرون، دیگه نذاشت برم سر مار، پولم نمیداد، هرچی محبتم میکردم یه ذره جواب نمیدیدم، خیانت کرد، بچه دار شد، مجبور شدم جدا شم، خدا رحم کرد یه دونه بچه اوردم,خیلی مراقب بودم دیگه بچه نیارم، شما با این شوهر چرا سه تا؟؟!! [sep]",empathy,Passive
1401,[cls] زنی که مشکلاتی با شوهرش دارد، به دلیل تنش‌های خانوادگی، تحمل ضرب و شتم شوهرش را دارد. اما در دعوای اخیر، شوهرش به طور شدیدی او را زخمی کرد و او به دنبال راهی برای حل مشکل است. او به دنبال مراجعه به پزشکی قانونی است، اما نشانه‌های ضرب و شتم روی بدنش وجود ندارد. [sep] باید کبود باشی [sep],question or answer,Passive
1402,[cls] بچه‌ها به من کتک زدند، سرم درد می‌کند. من به خانواده‌ی او تبریک عید گفتم، اما او به من فحش داد و کتکم زد. من به طلاق فکر می‌کنم. [sep] تو نی نی سایت متوجه شدم بیشتر علت طلاقا خانوادس واقعا وقتی اینقد وابسته ن چرا ازدواج میکنن چرا زندگی یکی دیگه رو خراب میکنن وقتی ازدواج میکنی نفر اول زندگیت زنته بعد خانواده [sep],question or answer,Passive
1403,[cls] یک زن به دلیل دعوایی با شوهرش، توسط او در سرش ضربه خورد. در دفعات قبلی که ضربه خورده بود، درد حس می‌کرد، اما این بار هیچ دردی نداشت. زن نگران است که چرا دردی حس نکرده است. [sep] سر چی دعوا میشه [sep],question or answer,Passive
1404,[cls] زنی که شوهرش او را مورد خشونت قرار داده بود، به پزشکی قانونی شکایت کرد. دو روز دیگر نوبت دارد. مادر شوهر نیز ادعا می‌کند که زن به شوهرش ضربه زده است. [sep] احساس میکنم از عرف و سنت جامعه میترسن، اگه میفهمیدن سن حاملگی شون کمه و همچین مشکل مهمی وجود داره راحت سقط میکردن، الان همچین وضعی نبودتو همین نی نی سایت حرف از سقط میشه، ادمو به رگبار قاتل بودن میبندن [sep],question or answer,Passive
1405,[cls] یک زن به دلیل درد کتف به پزشکی قانونی نیاز دارد. او به خانواده‌اش گفته که شوهرش از خانه رفته و قصد دارد طلاق بگیرد. او از دیگران می‌خواهد که تجربه خود را با او به اشتراک بگذارند. [sep] وای یا خداچقدر ترسناکهخیلی خطرناکه جونت در خطرهبچه نداری؟ [sep],empathy,Passive
1406,[cls] یک زن به دلیل خشونت خانگی از همسرش جدا شده و بدون پشتیبانی خانواده، درد و رنج می‌کشد و به دنبال کمک می‌گردد. [sep] عزیزمم این چیزا دیگه آینده نگری رو میطلبه که مستقل بشن از اول [sep],question or answer,Passive
1407,[cls] در یک دعوای خانوادگی، برادر شوهر از همسر برادرش کتک خورد. من وارد شدم و داد زدم که چرا می‌زنیش؟ همعروسم نیز ناراحت بود و از فرانک خواست که من را نزند. [sep] همعروسم چیست؟ [sep],question or answer,Passive
1408,[cls] مردی به دلیل بی احترامی خواهر همسرش ناراحت است. هنگامی که با او در مورد این موضوع صحبت می‌کند، خواهر همسرش به او حمله می‌کند و او را می‌زند. او نمی‌داند چه کاری با او بکند و خیلی خسته است. [sep] زنگ بزن به خواهر شوهرت [sep],question or answer,Passive
1410,[cls] دعوای شدید بین دو نفر درباره عدم کمک به یکی از آنها در حالی که بچه‌اش با اسباب بازیش با او بود، به وقوع پیوست. در نهایت، پدر بچه با پای خود به پاش ضربه زد و او را به اتاق برد و روی تخت انداخت. [sep] من جایی از ضایع شدن خودم ندیدموقتی توی سایت عمومی نظر میدید منتظر نظرات باش. شما بهش گفتی تو اون خونه نمون و برو. به یه کاربر دیگه‌ام گفتی طلاق چرا نمیگیری. من طرفدار مردا نیستم طرفدار حقم. این نمیشه چشامونو ببندیم توی هررررردتاپیکی وارد شدیم بگیم مقصر مرده و زنه بی گناهه. [sep],question or answer,Passive
1411,[cls] شخصی درگیر مشکلات خانوادگی و خشونت است. او به دنبال راه حلی برای طلاق است. این شخص نیاز به کمک دارد تا با پدر و برادرش که او را تهدید و ضرب و شتم کرده‌اند، مقابله کند. [sep] الکی گفته هیچ وقت نمیاد شهادت بده. ببین کی گفتم [sep],question or answer,Passive
1412,[cls] همسر به من شوخی کرد و من با او شوخی کردم، اما او به من حمله کرد و من با او جنگیدم. [sep] ما دو تا رو باید ببینین.. حالا از رو قیافه از این بچه خوب درسخونها …تو خونه … [sep],question or answer,Passive
1414,[cls] یک زن به مردی کتک زده و او را بیشعور خطاب کرده است. مرد به زن پیشنهاد اشتی می‌دهد، اما مادر زن شوهرش را در حال فشار دادن به دخترش می‌شنود. زن تصمیم می‌گیرد دیگر حرص نخورد و این ماجرا را به پایان برساند. [sep] یه لحظه تصور کردم شوهرتو کوبیدی زمین خیمه زدی روش داری چپ وراست مشت میزنی تو صورتش اونم درحالی که نفس نفس میزنه خون از دماغ و دهن و گوشه چشمش میزنه بیرون [sep],question or answer,Passive
1415,[cls] یک زوج برای بچه دار شدن تلاش می‌کنند، اما پس از بارداری، شوهر از همسرش فاصله می‌گیرد و رابطه‌شان به هم می‌ریزد. همچنین، شوهر برای خرید کالاهای بچه ایشان اهمیتی نمی‌دهد و از خرید آن‌ها منع می‌کند. در نهایت، شوهر از تکون خوردن بچه فیلمی گرفته و به همسرش نشان می‌دهد. [sep] فک میکنه تو از خودش بیشتر بچه رو دوس داری بعدا عادت میکنه و اونم بچه رو دوس میداری [sep],question or answer,Passive
1416,[cls] شوهر بداخلاق، فحش می‌دهد، کتک می‌زند و خانواده را نیز مورد توهین قرار می‌دهد. خانه را بهم می‌ریزد و فشار می‌آورد تا همیشه بیکار بماند. عروسی و جشن عقد ندارد و به خانواده‌اش فحش می‌دهد. [sep] ادمی که حشیش و گل میکشه بنظرت اصلا میدونه مشاوره یعنی چی، که بخواد بره و عمل کنه به اون حرفا؟ [sep],question or answer,Passive
1417,[cls] یک زن به دلیل خشونت خانگی از همسرش جدا شده و بدون پشتیبانی خانواده، درد و رنج می‌کشد و به دنبال کمک می‌گردد. [sep] اسی دخترت چن سالشه؟ چرا دعوا کردین؟ [sep],question or answer,Passive
1418,[cls] شوهر و همسر به دلیل بحثی به شدت به هم می‌ریزند. شوهر به همسر خود حمله کرده و او را زخمی می‌کند. همسر نمی‌تواند به دلیل حضور مادر شوهرش صدای خود را بلند کند. [sep] گاهی بخاطر ناعدالتی خدا برای همینا شاکی میشم خدا گفت من عادلم اما …زن رو ضعیف و مرد رو قوی به وجود اوورد قدرت بدنی زن ضعیف‌تر از مردهمرد میتونه چنتا زن بگیره اما زن نه زن بچه بدنیا میاره و تمام زحمتش رو دوش زن هست و حضانتش با مرد زن بدون اجازه مرد نمیتونه کاری کنه حتی از درخونه بره بیرون ولی مرد آزاده تا اجازه‌ی شوهر نباشه زن نمیتونه از کشور خارج بشهی زن اگه یه تارموش معلوم باشه با اتیش جهنم میترسوننمون اما مرد نه [sep],empathy,Passive
