,x,y,PassiveActive
705,[cls] فردی خسته از بازی‌های مسخره کودکانه دیگر صبر ندارد و به دلیل یک شوخی لفظی، یک وسیله را به دست فرد دیگری پرت می‌کند که به دست خودش می‌خورد و از درد ضعف می‌کند. او به عصبانیت آشپزخانه را به هم می‌زند و فرزندانش نیز از او فرار می‌کنند. [sep] وا چتونه اونم تو خونه‌ای که بچه هست! یکم بزرگ شید توروخدا [sep],conform and adjust,Active
706,[cls] یک زن جوان که یکسال پیش ازدواج کرده، شوهرش بیکار است و او را مورد خشونت جنسی و جسمی قرار می‌دهد. او به کلانتری زنگ زده است اما شوهرش او را تهدید کرده است. اخیرا، شوهرش پسرش را اذیت کرده و او را به خانه مادرش فرستاده است. [sep] بنظرمنم بهترین تصمیمه با توجه به شرایطت …چرانمیگیری …ممکنه بلایی سرت بیاره خدایی نکرده …تا کی باید کتکت بزنه ودم نزنی، تاکی باید نگران بچت باشی.. تاعمر داری بایدبسوزی کنارش بااین اخلاقش …به خودت رحم کن [sep],confront and retaliate,Active
707,[cls] مردی با مشکلات خانوادگی با همسرش دارد. در یک سفر عیدی، دعوای لفظی با خانواده همسرش پیش می‌آید و مادر شوهرش به شوهرش فحش می‌دهد که باعث می‌شود شوهرش عصبانی شود و او را بزند. بعد از آن، زن با قهر به خانه برمی‌گردد و یک سال ارتباطی با خانواده همسرش ندارد. اما شوهرش به او گفته که مادرش قرار است به خانه آن‌ها بیاید. [sep] منم از مادر شوهرم متنفرم از بس فضوله … به نظرم سرد رفتار کن …. اما جلوی شوهرت یکمی بهتر باش باهاش. بایدم همونجا یه حرفی بهش میزدی [sep],conform and adjust,Active
709,[cls] فردی با بدخلقی و ناشناسی درگیر شد، در جریان صحبت با او، لیوان چای ریخته شد و در نهایت لیوان دیوار شکست. فرد تصمیم گرفت با پدرش درباره رفتار این فرد صحبت کند. [sep] فک میکنی مردای ایرانی مثل تو مردای اروپان بعد دعوا سریع مثل آدم رفتار کنن بوسو بغل راه بندازن؟؟ باید حداقل دو روز از روش بگذرع [sep],conform and adjust,Active
713,[cls] شوهر و همسر به دلیل بحثی به شدت به هم می‌ریزند. شوهر به همسر خود حمله کرده و او را زخمی می‌کند. همسر نمی‌تواند به دلیل حضور مادر شوهرش صدای خود را بلند کند. [sep] حتی تو مسابقات بوکس هم اینطوری نمیزنن! اشتباه کردی که نذاشتی صداتو بشنون! [sep],confront and retaliate,Active
714,[cls] شوهر وحشیانه با همسرش رفتار می‌کند، او صورت همسرش را گاز می‌گیرد و به او درد می‌رساند. همچنین، موهای همسرش را می‌کشاند و دماغش را فشار می‌دهد. همسرش از رفتار شوهرش ناراحت است و نمی‌داند چگونه این رفتار را ترک کند. [sep] یه دو سه بار محکم بزن تو دهنش گاز گرفتن یادش بره وحشیه آدمخوار برید کنار الان عصبیم [sep],confront and retaliate,Active
716,"[cls] شخصی دیشب به شدت مورد ضرب و شتم قرار گرفت. ,وضعیت او به حدی بد بود که باید به بیمارستان منتقل شود. ,در صبح روز بعد، وضعیت او هنوز نامطمئن بود. [sep] برو ازش شکایت کن حالش جا بیاد [sep]",confront and retaliate,Active
717,[cls] شوهر به دوست دختر اسکرین شات داده، کتک خورده، کلانتری صورت جلسه کرده، طلاق می‌خواهد. [sep] اصلااا کوتاه نیایی دیه هم ازش بگسر شکایت کن [sep],confront and retaliate,Active
718,[cls] زنی که چند بار از شوهرش کتک خورده بود، امروز نیز توسط او مورد خشونت قرار گرفت و به شدت آسیب دید. شوهر هر بار پس از خشونت عذرخواهی می‌کرد. زن تصور می‌کرد که این اتفاق دیگر تکرار نخواهد شد، اما این بار شوهرش به شدت او را ضربه زد. [sep] برو پزشک قانونی [sep],confront and retaliate,Active
719,[cls] فردی که امتحان داشته، شب قبل از امتحان با دوستش برای خوابیدن رفته، اما دوستش می‌خواست بخوابد و حرف نزنند، اما فرد اصرار کرده و دوستش او را برای خوابیدن به خوابگاه فرستاده است. بعد از این اتفاق، فرد عصبانی شده و به خوابگاه برگشته و درس خود را خوانده است. [sep] چرا جوابشو میدمولی اوش تقصیر تو بوده … چرا خودتو خورد کردی برا صحبت وقتی خوابش میومده؟ [sep],conform and adjust,Active
720,[cls] فردی که امتحان داشته، شب قبل از امتحان با دوستش برای خوابیدن رفته، اما دوستش می‌خواست بخوابد و حرف نزنند، اما فرد اصرار کرده و دوستش او را برای خوابیدن به خوابگاه فرستاده است. بعد از این اتفاق، فرد عصبانی شده و به خوابگاه برگشته و درس خود را خوانده است. [sep] حتما امشب بهش حال اساسی ندادیخ [sep],conform and adjust,Active
722,[cls] شخصی دیشب به شهرش بازگشت و با شوهرش دعوا کرد. در نهایت، با پدر و مادر شوهرش نیز به جنگیدند. این برای او اولین بار بود که به این شدت دعوا کرد. اکنون او و شوهرش با هم حرف نمی‌زنند. [sep] زورشکن بگو ببرتت خودش خیلی ببخشید گورشو گم کنه بیاد خونه پدرش تو هم جدا اگر قبول نکرد اسنپ بگیر برو واقعا بعضی مردا خیلی احمقو بی درکن ک نصیب ما شدن [sep],confront and retaliate,Active
724,[cls] زنی که از شوهرش جدا شده بود، به دلیل خشونت و اذیت شدید، تصمیم به جدایی گرفت. خانواده شوهر و رفتارهای نامناسب آن‌ها زندگی او را سخت کرد. در حالی که او هنوز در حال طلاق است، شوهرش با یک زن دیگر به سفر رفته است. [sep] اون آخر عاقبت کارشو میبینه تو غصه نخور کاری بکن اون ناراحت باشه نه تو. تو این تصمیم رو واسه خوشحال شدنت گرفتی بس خراب نکن زندگیتو بکن از این به بعد اونو کلا از مغزت بنداز بیرون وگر نه عذاب میکشی [sep],confront and retaliate,Active
726,[cls] در یک دعوای خانوادگی، شوهر دست بلند کرد و به پیشونی همسرش ضربه زد. همسر به پدر خود و شوهر به دوست خود از این اتفاق خبر دادند. شوهر به خانواده همسرش دروغ گفت و این باعث شد که دعوا بیشتر شود. [sep] ن عزیزم چرا تو بری اون بره یا قهر کن باهاش حرف نزن بزار حسرت صدات بکشه [sep],conform and adjust,Active
727,[cls] فردا حبس شده‌ام و نمی‌توانم شکایت کنم. همیشه مانع از خروج شدنم می‌شود. آیا پس از چند روز، پزشکی قانونی می‌تواند کمک کند؟ [sep] باراولشه؟ تاجای کبودی داری برو پزشکی قانونی [sep],confront and retaliate,Active
728,[cls] یک زن به دلیل خشونت همسرش شکایت نمی‌کند ولی بعد از ضربه‌های شدید، تصمیم می‌گیرد عکسی از ضربات بگیرد. اما این تصویر باعث پشیمانی او می‌شود و او نمی‌تواند به پلیس شکایت کند. در نهایت، همسرش به شدت او را مورد ضرب و شتم قرار می‌دهد و او را در خانه محبوس می‌کند. [sep] باید شکایت میکردی دیگه اگه تورار کرد حتما شکایت کن [sep],confront and retaliate,Active
731,[cls] یک زن کارمند هست که هر روز ساعات طولانی کار می‌کند و در خانه کارهای خانگی را انجام می‌دهد. در یکی از روزهای خسته، شوهرش به او کمک کرد و او را شاد کرد. در پایان، شوهرش با یک شوخی بی خطر بر روی بالشش زد. [sep] چقدر بددهنی انقدر یعنی تو زندگی مشترک انقدر فحاشی و نفرین عادیه براتون؟! من همون اوایل ازدواج گفتم لطفا تو اون ده روز حرفی نزن یا شوخی نکن که هم خودم عصبی و ناراحت بشم هم تورو برخلاف میل قبلیم برنجونم الان هشت ساله تو اون ده روز بنده خدا کلا کاری میکنه همه چیز باب میلم باشه شمام بهتر بود شرایطتو توضیح میدادی [sep],conform and adjust,Active
732,[cls] یک صبح جمعه، فردی دعوتش را برای بیرون رفتن رد کرد و خانه ماند. بعد از بازگشت، دوباره بهانه‌ای برای بیرون رفتن پیدا کرد و در نهایت درگیری و خشونتی بین او و همسرش رخ داد. در نهایت، همسرش به اورژانس زنگ زد. [sep] کار بدی کردی طلاق خواهرش رو تو سرش زدی [sep],conform and adjust,Active
733,[cls] یک زن درگیر خشونت شوهرش است و نمی‌داند آیا باید شکایت کند یا به مهریه رضایت دهد. او در شهر غریبی زندگی می‌کند و هیچ فامیل یا آشنایی ندارد. برای اینکه تصمیم بگیرد کدام را انتخاب کند، به دوستان خود کمک می‌خواهد. [sep] پزشک قانونی برو برای زدنت این مهم تره به نظرم [sep],confront and retaliate,Active
735,[cls] مادر او او را مجبور به ازدواج با مردی کرد که او دوست نداشت. حالا این مرد پیر او را ترک کرده و او بدون پول و غذا مانده است. شوهرش مشکل روحی دارد و او را مورد سوء استفاده و خشونت قرار می‌دهد. مادر شوهرش نیز او را تحقیر و زورگویی می‌کند. [sep] رفتی خونه‌ی جدای شوهرت؟ به نظرم یه مشاور خوب پیدا کن و حتما برو پیشش، احساس میکنم خودت هم کمی به خاطر مشکلات تعادل و تمرکز نداری دوستم [sep],conform and adjust,Active
736,[cls] زنی به دلیل تجاوز و خشونت فیزیکی از شوهرش شکایت می‌کند. شوهرش در حالی که همسرش خواب است، به خاطر گریه کردن فرزندش بیدار شده و با او به دلیل ندیدن این موضوع درگیر شده است. شوهر به همسرش حمله کرده و او را زخمی کرده است. [sep] عزیزم اول مشکلتوتو حل میکردین بعد بچه دار میشدین، اینجوری سر چیزاز کوچیک عصبانی بشه ک همش باید دعوا کنید [sep],conform and adjust,Active
737,[cls] شوهر کتک زده، بدن کبود. جدایی می‌خواهد. وکیل نمی‌تواند بگیرد. [sep] امرور برو پزشک قانونی حتما [sep],confront and retaliate,Active
738,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] خب پس اگر یه پیامه چرا میگی مقصری خب از خودت دفاع میکردی [sep],confront and retaliate,Active
739,[cls] شوهر بداخلاق و بحث‌گر است، خانواده را زجر می‌دهد و به همسرش بدمی‌گوید. همسر نمی‌داند چگونه با او برخورد کند و از وضعیت ناراحت است. شوهر همسرش را تحت فشار قرار داده و به او خشونت می‌آورد. [sep] من نمیگم بره کل کل کنه تهش کتک باسه اما نمیسه هر چی از دهنس دربیاد بگه.. من شوهرم هربااار داد و بیداد میکرد من سکوت میکردم تا اوج نگیره بحث دیدم بابا داره پروتر میشه و کم کم داره بهم فحش میده. یبار جواب دادم فهمید منم ممکنه عصبی بسم …صحبتی چیزی پای فامیل یا بزرگتر و بکش وسط یا مشاوره ببرش یا خودت برو مشاوره.. هیچکس حق نداره ب کسی بی احترامی کنه [sep],confront and retaliate,Active
740,[cls] در حین تماشای فیلم، فردی به گوش شخص دیگری محکم زد و باعث درد و سوت کشیدن گوش شد. شخصی که زده شده بود، از این اقدام ناراحت شد و از فردی که زده بود، شکایت کرد. فردی که زده بود، ادعا کرد که او اصلا محکم زده نبوده بود. [sep] تف میکردی تو چشش [sep],confront and retaliate,Active
741,[cls] یک زن به شوهرش اعتراض می‌کند که در یک لحظه حالش خوب است و در لحظه دیگر به دلیل مسائل کوچک به او خشم می‌ورزد. شوهر با خشونت به زن حمله می‌کند و او را مورد ضرب و شتم قرار می‌دهد. زن نمی‌تواند این رفتار شوهرش را درک کند و به دنبال راه حلی برای این مشکل است. [sep] هر کار میکنی فقط لطفا نقش قربانی رو بازی نکن. باید دارو بخوره شکی نیست تا ناقص نشدی اقدام کن زودتر [sep],confront and retaliate,Active
743,[cls] یک زن با شوهرش دعوا کرده و شوهرش سه بار به سر او مشت زده است. چشم زن ورم کرده و درد دارد. زن نمی‌خواست به خانه پدرش برود و هیچ کس او را باور نمی‌کند. [sep] برو پزشک قانونی [sep],confront and retaliate,Active
744,[cls] زنی که شوهرش قرار بود با دوستانش برود، به او گیر داد و شوهرش او را کتک زد. زن صبح پیام‌های بیخودی از شوهرش دریافت کرد و در حال حاضر در مورد ادامه رابطه خود با شوهرش شک دارد. [sep] برو پزشک قانونی پرونده درست کن براش [sep],confront and retaliate,Active
747,[cls] شوهر هفت روزه خانه نمی‌رود، همسر برایش غذا و آبمیوه می‌آورد، اما خودش هم سردرد و بیمار شده است. او به شوهرش می‌گوید رودپز خراب شده و باید برایش تعمیر شود، اما شوهر اهمیت نمی‌دهد و به همسرش بد رفتار می‌کند. در نهایت، ظرفی پرت می‌شود. [sep] تو هم بی خودی گیر میدی نون گرفته که گرفتهفحشت داده تو هم ترسیدی شروع کردی به تمیز کردن بجات بودم دست به سیاه و سفید نمی‌زدم [sep],conform and adjust,Active
749,[cls] شوهر به مادر همسر فحش داد و همسر جواب داد. شوهر همسر را زد و همسر خونریزی شد. درد همسر بی‌اهمیت بود. [sep] خداییش چتونه پس مادر مستقل و باهوشی ک بچه نیاز داره چی اینجا اگ بچتون بخاطر این زندگی سرزنشت کنه چی بعدشم کسی مجبورت نکرده بچه بیارید ولی تاوان دل شکستشون و مشکلات روحیشونو شما میدید بخاطر استرس موقع بارداری اتفاقی واسش بیفته معلولیتی کم شنوایی چیزی خونش گردن توه [sep],conform and adjust,Active
751,[cls] شوهر بداخلاق و بحث‌گر است، خانواده را زجر می‌دهد و به همسرش بدمی‌گوید. همسر نمی‌داند چگونه با او برخورد کند و از وضعیت ناراحت است. شوهر همسرش را تحت فشار قرار داده و به او خشونت می‌آورد. [sep] چون شوهرش روانیه کتک نخوره چرا اینجورید شماها؟ هرمردی یه قلقی داره وقتی شوهرش عصبانیه هی باهاش دهن ب دهن میزاره اونو جری‌تر میکنه که اخرش خودش کتک میخوره سکوت کنه کتکم نخوره [sep],conform and adjust,Active
752,[cls] یک شب، شخصی به دختری نگاه می‌کرد و با مشت به سرش زد. بعد از آن، همسر او به او کتک زد و به او گفت که اظهار نظر نکند. شخصی که کتک خورده بود، از ترس به قرآن گرفتار شده بود. [sep] اول از همه جاهایی که کتک زده جاش مونده عکس و فیلم درست حسابی بگیر. بعد زنگ بزن پلیس و اورژانس اجتماعی بگو حبست کرده. وسایلتو جمع کن درو باز کردن اول برو شکایت کن بعدم برو خونه پدر مادرت. دیوونه نشی ببخشیا [sep],confront and retaliate,Active
754,[cls] فردی پس از دو هفته و نیم از شهر غریب بازگشت و سپس با مادرش به خانه خاله‌اش رفت. خاله‌اش اصرار کرد که شام بمانند، اما شوهر فرد او را تنها گذاشت. صبح روز بعد، در یک صحبت مودبانه، فرد عصبانی شد و با مشت به خودش زد. [sep] نه بمون. اگه هر بار که اون اینکارو بکنه تو عکس العمل نشون بدی دفعه بعدی برای خونه مادرت هم میخواد همین کارو بکنه [sep],conform and adjust,Active
755,[cls] یک زن در شرایط بحرانی با شوهر قهر کرده و به داداشش زنگ زده تا او را ببرد. در صحبت با داداش، شوهر دوباره خشمگین شده و داداش را هم کتک زده است. خانواده شوهر نیز با زن برای قهری بودنش قهر می‌کنند. [sep] میگم که شما یه کاری کن.. سخته ولی چاره نیست.. اینبار کوتاه بیا ولی بعد از آشتی محکمتر از قبل باشی ونه گفتن رو هم یاد بگیر.. توسری خور نباش.. این ماییم که به دیگران اجازه میدیم چطور باهامون رفتار کنن.. جدی‌تر باش. بخاطر بچه هات کوتاه بیا و آشتی کن وبه شوهرت بگو که بخاطر بچه کوتاه بیاد.. جو خونه روی رفتار بچه‌ها اثر میزاره شدید.. بگو دلت برای بچه بسوزه و کوتاه بیا.. بچه‌ها که گناه نکردن با خواست شمااومدن بدنیا.. سعی کن تو کلامت نیش و کنایه نباشه.. هیچوقت مظلوم نباش و مظلوم نمایی نکن.. محکم باش شکننده نباش.. تموم کن این عذاب رو بخدا زیاد طول نمیکشه.. میدونم خیلی خیلی خیلی سخته و عذاب اور ولی یه غذای خوشمزه درست کن کادو بخرو بگو بیا تمومش کنیم بخاطر بچه‌ها.. مهم نیست مقصر کیه. خدارو خوش نمیاد ….. بعد از آشتی هم زیاد سرب سرش نزار تا مجبور به دادوهوار نشه.. ایناییکه گفتم یه کاره انجام نده اول خوب فکر کن بعد تصمیم بگیر و برنامه ریزی کن. [sep],conform and adjust,Active
756,[cls] یک زن به دلیل پیامی که شوهرش از یک خانم دیگر دریافت کرده بود، با شوهرش مشاجره کرد و در نهایت او را زد. این اتفاق باعث شد که زن به خودش تعجب کند و رفتار خنثی‌تری داشته باشد. [sep] باهاش قهر کن*هیچوخ هم آشتی نکن.. شوهرت خییلی بده! [sep],confront and retaliate,Active
758,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] برادر شوهرت زدتت؟؟؟ چه خبرتونههههه چه خببببرتونههههه!!!! شوهرتم دسته بیل نگاه کرده؟ توام فقط اومدی تو اتاق؟ چرا اگه من بودم حداقل یه لگدی هلی چیزی نثارش می‌کردم پس!؟ [sep],conform and adjust,Active
761,[cls] شخصی شوخی کرد و آب ریخت روی لباس فرد دیگری. فرد دیگری ترسناک شد و گفت که باید به او ضربه بزند. فرد اول دستش را گذاشت روی رولپام و فکر کرد که او شوخی می‌کند، اما فرد دوم او را به شدت فشار داد و دردش را افزایش داد. [sep] هرچی باشهتو ذهنش‌ تو فکرش‌ تو فیلم هرچی‌ بوده چون قبلا هم با هم بازی‌ کردید و ظرفیت‌ داشته اون موقع‌ حتما وقت خوبی‌ نبوده به نظرم [sep],conform and adjust,Active
762,[cls] شخصی به نام عوضی به معتادی تبدیل شده است. شکایت از او توسط خانواده‌اش صورت گرفته است. در طول یک سال و نیم، عروسی آنها با مشکلات مالی و خشونت روبرو شده است. [sep] فردا زنگ بزن کمپ ببرن شوهرتوخودتم برو پزشک قانونی [sep],confront and retaliate,Active
763,[cls] خانواده‌ای دارای مشکلات خانگی هستند که باعث شکستن چهارچوب فلزی اتاق سر آن‌ها شده و سرپرست خانواده نیز بخاطر این اتفاق بخیه خورده است. همچنین آن‌ها با مشکلات مالی نیز روبرو هستند و طلبکاری دارند. سرپرست خانواده نیز به دنبال راه‌حلی برای این مشکلات است و در حالی که سه فرزند کوچک دارد، به کمک دوستان خود می‌خواهد این مشکلات را حل کند. [sep] برو پزشک قانونی [sep],confront and retaliate,Active
764,[cls] یک زن به دلیل شکنجه و ضرب و شتم از شوهرش به پزشک قانونی مراجعه می‌کند و می‌خواهد شکایت کند. پزشک به او پیشنهاد می‌دهد که با ماموریت تماس بگیرد و پرونده تشکیل دهد. او تنها مادرش را به عنوان حمایت کننده دارد. [sep] اره برو پزشک قانونی رسبدگی میکنن. یکمم یجاتو کبود کن بگو شوهرم زده [sep],confront and retaliate,Active
766,[cls] در یک دعوای خانوادگی، شوهر به زن خود حمله کرده و او را ضربه زده است. سپس با چاقوی بزرگی تهدید کرده که خودش و زن را می‌کشد. [sep] شاید بهش برخورده ک از خواهرت قرض کردی شاید نمیخواسته خواهرت بفهمه یه جورایی غرورش شکسته باشه [sep],conform and adjust,Active
767,[cls] زنی به دلیل تهدیدات شوهرش، از خانه او فرار کرده و به پدرش پناه آورده است. او به کلانتری شکایت کرده و نامه پزشکی قانونی گرفته است. اکنون او به دنبال راهی برای اجرای مهریه است. [sep] تو ذاتن لجبازی ولی این خصلتو از خودت دور کن، بلاخره اون مرد بهش احترام بذار باهاش لج نکن مگه چقدر زنده‌ایم بیخیال باش دیگه سرنوشت هرکس یه جوریه [sep],conform and adjust,Active
768,[cls] دختری با پدرش دائم دعوا می‌کند و پس از یکی از دعواها، پدرش او را مورد خشونت قرار می‌دهد. دختر به خانه پدرش می‌رود، اما همچنان از دعوا و خشونت پدرش می‌ترسد و نمی‌داند چه کاری باید بکند. [sep] باردار نشو اگه میتونی طلاق بگیری، بگیر [sep],confront and retaliate,Active
769,[cls] یک خانم به دنبال کمک برای طلاق از شوهر خشن خود است و می‌گوید که خسته شده است. او نیاز به حمایت برای خود و فرزندش دارد. [sep] اگر میتونی خودت بری برو پزشک قانونی طول درمان بگیر با مدرک پیش برو [sep],confront and retaliate,Active
771,[cls] فردی خیانت می‌کند و دوستش برایش مهم نیست. فردی از صبح چیزی نخورده و از او متنفر است. فردی در نهایت به دنبال راهی برای پاسخ به این خیانت است. [sep] بندازش زندان وقتی کتکت میزنه برو پزشکی قانونی شکایت کن دیتو ازش بگیر و بعدش طلاق بگیر و با پولش زندگی کن [sep],confront and retaliate,Active
775,[cls] شوهر اقدام به طلاق کرده و حضانت بچه‌ها برای او مهم است. او می‌خواهد با اثبات سوء رفتار و عدم صلاحیت اخلاقی و روانی پدر، برنامه صدور گواهی عدم سازش را اجرا کند. او نمی‌خواهد طلاق را قبول کند و می‌خواهد بداند که چقدر طول می‌کشد تا حکم طلاق صادر شود. [sep] بجای نی نی سایت از مشاوره‌های حقوقی رایگان آنلاین استفاده کن همین که نوشتم سرچ کن [sep],confront and retaliate,Active
780,[cls] همسرم به من کتک زد و خانواده شوهرم دخالت بیش از حد کردند. من تقاضای تمکین کردم تا دردسر نباشد، اما فردا با واسطه پدرم نزاشتند برم و گوشیم را شکستند. [sep] بابات خوب کرد از طرف من بگو اگه تو خواستی برگردی یدونه بزنه تو گوشت پدر به این خوبی چرا میخوای کیسه بوکس باشی [sep],confront and retaliate,Active
781,[cls] نامزدش را می‌کشد، خانواده‌اش و خودش از هم کم شده‌اند و او به شدت مورد ضرب و شتم قرار می‌گیرد. او از این وضعیت ناراحت است و پشیمانی عمیقی دارد. [sep] برو پیش مشاور خودتو دق نده [sep],confront and retaliate,Active
783,[cls] شوهر مست به خانه آمد و به زن خشونت کرد. بچه چهار ماهه را هم روی دستش گذاشت و زن به پلیس زنگ زد اما کمکی نرسید. زن درد و دردسرهای زیادی دارد و نمی‌داند چه کاری باید بکند. [sep] حتما فردا برو، پزشک قانونی [sep],confront and retaliate,Active
784,"[cls] دوستان کمک دیشب با شوهرم دعوام شد. ,شوهرم به دلیل دو موضوع مختلف سرم داد زد. ,شوهرم شام را با من نخورد و من عصبانی شدم و زیر سفره زدم. [sep] نه گلم نباید بگی تو نرمال نیستی باید بگی برای اینکه بهتر بتونیم همدیگه رو درک کنیم و مسایلی که پیش میاد رو بهتر حل کنیم احتیاج به مشاور داریم چون حقیقتا الان خود شما هم درست و اصولی بحث نمیکنی هم در دعوای دیشب مقداری مقصر بودی هم الان که اومدی اینجا کمک بگیری کسانی که نظر متفاوتی دارن یه مقدار حالت پرخاشگرانه توی جوابات هست [sep]",conform and adjust,Active
785,[cls] پسر پنج ساله با باباش دعوا کرد و بابا به مامانش ضربه زد. پسر نزدیک باباش نشست و او را تسکین داد. بابا به پسر گفت که او همانند باباش است و از زندگی با خانواده خسته شده است. [sep] حالشون خیلی بدتر از عصبانیت معمولی بوده وگرنه تو شرایط عادی کسی همچین رفتاری نمیکنه نتونسته خودشو کنترل کنه ببخش [sep],conform and adjust,Active
786,[cls] یک زوج درگیر یک دعوای شدید شده‌اند. زن درو را قفل کرده و شوهرش را فحش می‌دهد. شوهر نیز عصبانی می‌شود و در نهایت به دست زن حمله می‌کند. [sep] باید خودت هم ازش معذرت خواهی کنی، اگه فحش نمیدادی همسرت هم اینطوری نمیکرد وقتی ناراحتی خودت رو مشغول کن [sep],conform and adjust,Active
788,[cls] در حین صبحانه، بحثی عصبانی شد که من نون پرت کردم و شوهرم به من حمله کرد. اکنون عصبانی هستم و به اتاق رفتم. زندگی ما در یک ماه گذشته با دعوا و بحث و کتک کاری پر بوده است. [sep] پس سر خانواده‌ش مشکل دارید. کار خیلی بدی انجام داده عزیزم ولی خداروشکر حداقل متوجه شده و سریع خواسته معذرت‌خواهی کنه. یه چیزی بهت میگم شاید فکر کنی شعاره ولی من هر موقع حرصم می‌گیره این فکر رو می‌کنم که اون زمان زیادی رو با خانواده‌ش گذرونده و خاطرات مشترک خوبی باهاشون داره. گاهی واقعا آدم‌ها توانایی این رو ندارن که بتونن درک کنن آدمی که دوست دارن، ممکنه اشتباه کنه یا خطایی داشته باشه. این به معنی این نیست که من رو دوست نداره. اوایل خیلی حرصم می‌گرفت ولی بعد که خودم رو می‌ذاشتم جاش فکر می‌کردم شاید منم توی موقعیت مشابه این کار رو انجام بدم. ما متاسفانه آدم‌ها رو نمی‌تونیم عوض کنیم، اما می‌تونیم طرز فکر خودمون رو تغییر بدیم که کمتر اذیت شیم. این مورد از مواردیه که واقعا چاره نداره‌. [sep],conform and adjust,Active
789,[cls] یک زوج دعوا کردند و خانواده شوهر به دعوای آن‌ها پیوستند. شوهر به مسافرت رفت و مادر و خواهرش به زن شوهر کتک زدند و او تصمیم به طلاق گرفت. [sep] پس شکایت کن ازشون [sep],confront and retaliate,Active
790,[cls] یک زن به خانه پدرش رفت و شوهرش او را زد. او پلیس را فراخوانی کرد و پدرش نیز به خانه آمد. او به پزشکی قانونی رفت و نامه‌ای به شورای حل اختلاف داد. شوهرش معتاد به ماریجوانا بود و خیلی فحش‌های زشت می‌زد. [sep] طلاق بگیر شرایطشو داری و بچه نداری معتاد به خودش رحم نمیکنه به تو رحم کنه؟ مغزشون تحت تاثیر مواد بد و خوبو تشخیص نمیده مواد میشه خداشون [sep],confront and retaliate,Active
791,[cls] زنی که توسط شوهرش مورد خشونت قرار گرفته، با اشک و گریه از وضعیتش شکایت می‌کند. شوهرش با بداخلاقی و خشونت به او وارد می‌شود و او را مورد ضرب و شتم قرار می‌دهد. زن نمی‌داند چه کاری باید بکند و از وضعیت بارداری‌اش نیز نگران است. [sep] مردا اخلاقای عجیب غریب زیاد دارن مثلا شوهر من پشت سر مادرو پدرم کلی فحش میده وقتی عصبانی میشه یا یکی از برادرام هست که میگه ازش متنننننننننننفرم هرجابود به من ندا بده که من نیامولی وقتی میبینتشون تا کمر دولا میشه براشون هرکاری هم از دستش بر بیاد واسه پدرو مادرم انجام میدهمتاسفانه رفتارای بیمارگونه زیاد دارن طفلکا [sep],conform and adjust,Active
792,[cls] شوهر در دعوا صورت همسرش را ضربه می‌زند و او را به زمین می‌اندازد. همچنین قبلا دست همسرش را کبود کرده بود و اینبار با مشت به صورتش حمله کرده است. همسر به او اخطار داده که اگر دوباره این کار را تکرار کند، او را ترک خواهد کرد. [sep] عزیزم نزدیک عیده خانواده رو بگی همیشه ذهنیت بد نسبت همسرتون میمونه. مردا دست خودشون نیست ساختار بدنیشون اینطوریه، نباید عصبانیشون کرد، چون ناخودآگاه حرکت دستشون زیاد میشهالانم ادامه نده،، هی پیام نده، زنگ نزنهمون حالت ناراحت رو داشته باش [sep],conform and adjust,Active
793,[cls] مادر و پدر فراخوانی کردند تا شوهر با پدر صحبت کند، اما شوهر رفته بود. زن به دنبال شوهر نرفت و با مادرش درگیر شد. سپس شوهر به خانه مادرش رفت و در رابطه با آینده صحبت کرد، اما زن از این صحبت‌ها خوش نبود و تصمیم گرفت به خانه برود. در این حین، مادر شوهر به زن زنگ زد و او را تهدید کرد، و در نهایت زن توسط مادر شوهر کتک خورد. [sep] به مادرش میگفتی این عتیقه وحشی ای که بار آوردی رو تحویل بگیرارزونی خودت [sep],confront and retaliate,Active
794,[cls] شوهر بدجنس و خیانتکار است، خرجی نمی‌دهد و به زنان دیگر فحش می‌دهد. زن اقدام به فروش یخچال و لباسشویی شوهرش می‌کند. مادر شوهر نیز به او بدرفتاری می‌کند. [sep] اول تو به من بگو چطوری یخچال و لباسشویی فروختی تا بعدش من راهنماییت کنم [sep],conform and adjust,Active
795,[cls] شوهر احترامی به همسرش ندارد و او را مورد خشونت قرار می‌دهد. در یک سفر، شوهر به همسرش حمله کرده و او را با بچه‌اش بی‌پول و بدون گوشی ترک کرده است. پس از آشتی، شوهر دوباره به خشونت و خیانت خود ادامه می‌دهد. [sep] جات رو جدا نکن ولی باهاش سرد رفتار کن ک بفهمه قهری [sep],conform and adjust,Active
